ID,Node,Lat,Lon
274,Weining Road,31.215006,121.386678
275,Wenjing Road,31.00356,121.380805
276,Wenshui Road,31.292591,121.45024
277,West Gaoke Road,31.185744,121.509792
278,West Huaxia Road,31.149869,121.514514
279,West Jiading,31.377083,121.227863
280,West Jinshajiang Road,31.241149,121.335137
281,West Nanjing Road,31.22986,121.459989
282,West Yan'an Road,31.209587,121.417066
283,West Yingao Road,31.319858,121.484959
284,West Youyi Road,31.380983,121.428044
285,Wild Animal Park,31.050195,121.699245
286,World Expo Museum,31.19923,121.47711
287,Wujiaochang,31.298062,121.514647
288,Wulian Road,31.272072,121.587955
289,Wuning Road,31.234365,121.430522
290,Wuwei Road,31.276645,121.364677
291,Wuzhou Avenue,31.302588,121.589313
292,Xianan Road,31.1814758,121.5362491
293,Xiangyin Road,31.305001,121.531974
294,Xiaonanmen,31.216862,121.498397
295,Xiaotang,30.96785646,121.4373991
296,Xidu,30.99125411,121.4278229
297,Xinchang,31.045472,121.648983
298,Xincun Road,31.263952,121.422682
299,Xingzhi Road,31.284941,121.421493
300,Xingzhong Road,31.158148,121.369051
301,Xinjiangwancheng,31.328587,121.506766
302,Xintiandi,31.216464,121.475294
303,Xinzha Road,31.238418,121.468041
304,Xinzhuang,31.111089,121.385346
305,Xiuyan Road,31.14038,121.59427
306,Xuelin Road,31.18558379,121.6100735
307,Xujiahui,31.194627,121.436134
308,Xujingbeicheng,31.17733949,121.2363348
309,Xuying Road,31.18011536,121.2498258
310,Yanchang Road,31.271624,121.45536
311,Yangshupu Road,31.251922,121.517215
312,Yangsi,31.161066,121.493463
313,Yaohua Road,31.178513,121.494611
314,Yili Road,31.198833,121.404069
315,Yindu Road,31.08932,121.390356
316,Yishan Road,31.186783,121.427139
317,Youdian Xincun,31.268703,121.494561
318,Youyi Road,31.404013,121.47595
319,Yuandong Avenue,31.199443,121.755374
320,Yuanshen Stadium,31.233003,121.534642
321,Yunjin Road,31.166455,121.458526
322,Yunshan Road,31.250388,121.572733
323,Yuntai Road,31.182127,121.500375
324,Yuqiao,31.158169,121.571097
325,Yuyuan Garden,31.22776,121.487478
326,Zhanghuabang,31.358021,121.498708
327,Zhangjiang Hi-Tech Park,31.201829,121.58767
328,Zhangjiang Road,31.19135471,121.6256083
329,Zhaofeng Road,31.288975,121.150348
330,Zhaojiabang Road,31.200429,121.448319
331,Zhaoxiang,31.16308945,121.1877023
332,Zhenbei Road,31.232356,121.381712
333,Zhenping Road,31.246509,121.430002
334,Zhenru,31.250836,121.407194
335,Zhongchun Road,31.149637,121.338183
336,Zhongke Road,31.18101435,121.5975373
337,Zhongshan Park,31.218005,121.415704
338,Zhongtan Road,31.254589,121.441115
339,Zhongxing Road,31.253227,121.469026
340,Zhouhai Road,31.312316,121.589406
341,Zhuanqiao,31.066986,121.401878
342,Zhuguang Road,31.19347646,121.2881077
343,Zhujiajiao,31.10262324,121.0446315
344,Ziteng Road,31.169759,121.364412
345,Zuibaichi Park,31.001528,121.229351
